year_aliya,month_aliya,age,age_tday,gender,erez_moza,subcont,yeshuv_klita,machoz,mikzoa
2015,2,64,72,נקבה,קנדה,צפון אמריקה,יבנאל,מחוז הצפון,פנסיונר / רנטייר
2015,2,28,37,זכר,"דרא""פ",שאר אפריקה,יבנאל,מחוז הצפון,נהג מונית
2015,2,22,31,נקבה,"דרא""פ",שאר אפריקה,יבנאל,מחוז הצפון,עקרת בית
2015,2,2,11,זכר,"דרא""פ",שאר אפריקה,יבנאל,מחוז הצפון,לא צויין
2015,2,0,9,נקבה,"דרא""פ",שאר אפריקה,יבנאל,מחוז הצפון,לא צויין
2015,4,51,60,זכר,"דרא""פ",שאר אפריקה,יבנאל,מחוז הצפון,קצין כלי טייס
2015,4,47,55,נקבה,"דרא""פ",שאר אפריקה,יבנאל,מחוז הצפון,עקרת בית
2015,4,16,24,נקבה,"דרא""פ",שאר אפריקה,יבנאל,מחוז הצפון,"תלמיד בי""ס יסודי ותכון"
2015,4,3,11,נקבה,"דרא""פ",שאר אפריקה,יבנאל,מחוז הצפון,לא צויין
2015,4,1,9,זכר,"דרא""פ",שאר אפריקה,יבנאל,מחוז הצפון,לא צויין
2015,4,14,22,זכר,"דרא""פ",שאר אפריקה,יבנאל,מחוז הצפון,"תלמיד בי""ס יסודי ותכון"
2015,4,20,29,נקבה,"דרא""פ",שאר אפריקה,יבנאל,מחוז הצפון,סטודנט
2015,5,38,46,זכר,"ארה""ב",צפון אמריקה,יבנאל,מחוז הצפון,עובד במקצועות חופשיים
2015,5,35,44,נקבה,"ארה""ב",צפון אמריקה,יבנאל,מחוז הצפון,עקרת בית
2015,5,17,26,נקבה,"ארה""ב",צפון אמריקה,יבנאל,מחוז הצפון,"תלמיד בי""ס יסודי ותכון"
2015,5,16,24,נקבה,"ארה""ב",צפון אמריקה,יבנאל,מחוז הצפון,"תלמיד בי""ס יסודי ותכון"
2015,5,15,23,נקבה,"ארה""ב",צפון אמריקה,יבנאל,מחוז הצפון,"תלמיד בי""ס יסודי ותכון"
2015,5,13,22,זכר,"ארה""ב",צפון אמריקה,יבנאל,מחוז הצפון,"תלמיד בי""ס יסודי ותכון"
2015,5,12,20,נקבה,"ארה""ב",צפון אמריקה,יבנאל,מחוז הצפון,"תלמיד בי""ס יסודי ותכון"
2015,5,10,18,זכר,"ארה""ב",צפון אמריקה,יבנאל,מחוז הצפון,"תלמיד בי""ס יסודי ותכון"
2015,5,8,16,זכר,"ארה""ב",צפון אמריקה,יבנאל,מחוז הצפון,"תלמיד בי""ס יסודי ותכון"
2015,5,6,14,נקבה,"ארה""ב",צפון אמריקה,יבנאל,מחוז הצפון,"תלמיד בי""ס יסודי ותכון"
2015,5,3,12,זכר,"ארה""ב",צפון אמריקה,יבנאל,מחוז הצפון,לא צויין
2015,5,2,10,נקבה,"ארה""ב",צפון אמריקה,יבנאל,מחוז הצפון,לא צויין
2015,5,0,8,זכר,"ארה""ב",צפון אמריקה,יבנאל,מחוז הצפון,לא צויין
2015,11,29,37,נקבה,"ארה""ב",צפון אמריקה,יבנאל,מחוז הצפון,לא צויין
2015,11,0,8,נקבה,"ארה""ב",צפון אמריקה,יבנאל,מחוז הצפון,לא צויין
2015,11,10,18,נקבה,"ארה""ב",צפון אמריקה,יבנאל,מחוז הצפון,"תלמיד בי""ס יסודי ותכון"
2015,11,4,12,זכר,"ארה""ב",צפון אמריקה,יבנאל,מחוז הצפון,לא צויין
2015,11,6,14,זכר,"ארה""ב",צפון אמריקה,יבנאל,מחוז הצפון,"תלמיד בי""ס יסודי ותכון"
2015,11,2,10,זכר,"ארה""ב",צפון אמריקה,יבנאל,מחוז הצפון,לא צויין
2015,11,8,16,נקבה,"ארה""ב",צפון אמריקה,יבנאל,מחוז הצפון,"תלמיד בי""ס יסודי ותכון"
2015,7,79,88,נקבה,בריטניה,מערב אירופה,כפר תבור,מחוז הצפון,רואה חשבון
2015,5,45,53,נקבה,רוסיה,מזרח אירופה,עתלית,מחוז הצפון,מתרגם
2015,8,33,41,נקבה,רוסיה,מזרח אירופה,עתלית,מחוז הצפון,פסיכולוג
2015,8,5,13,זכר,רוסיה,מזרח אירופה,עתלית,מחוז הצפון,לא צויין
2015,8,8,16,זכר,רוסיה,מזרח אירופה,עתלית,מחוז הצפון,"תלמיד בי""ס יסודי ותכון"
2015,8,3,12,נקבה,רוסיה,מזרח אירופה,עתלית,מחוז הצפון,לא צויין
2015,3,65,73,נקבה,צרפת,מערב אירופה,עתלית,מחוז הצפון,פנסיונר / רנטייר
2015,5,42,51,נקבה,רוסיה,מזרח אירופה,עתלית,מחוז הצפון,אקדמאי במדעי החברה
2015,5,7,15,נקבה,רוסיה,מזרח אירופה,עתלית,מחוז הצפון,"תלמיד בי""ס יסודי ותכון"
2015,12,36,44,זכר,צרפת,מערב אירופה,עתלית,מחוז הצפון,סוכן ביטוח
2015,12,37,45,נקבה,צרפת,מערב אירופה,עתלית,מחוז הצפון,סוכן ביטוח
2015,12,6,14,נקבה,צרפת,מערב אירופה,עתלית,מחוז הצפון,"תלמיד בי""ס יסודי ותכון"
2015,12,3,11,נקבה,צרפת,מערב אירופה,עתלית,מחוז הצפון,לא צויין
2015,1,5,14,זכר,"ארה""ב",צפון אמריקה,נחושה,מחוז הדרום וירושלים,לא צויין
2015,1,8,16,זכר,"ארה""ב",צפון אמריקה,נחושה,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2015,1,2,11,זכר,"ארה""ב",צפון אמריקה,נחושה,מחוז הדרום וירושלים,לא צויין
2015,12,79,87,זכר,רוסיה,מזרח אירופה,יד רמבם,מחוז תל אביב והמרכז,פנסיונר / רנטייר
2015,12,68,76,נקבה,רוסיה,מזרח אירופה,יד רמבם,מחוז תל אביב והמרכז,פנסיונר / רנטייר
2015,8,42,50,זכר,קזחסטאן,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,חרט דפוס
2015,8,41,49,נקבה,קזחסטאן,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,גננת
2015,8,9,17,זכר,קזחסטאן,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,"תלמיד בי""ס יסודי ותכון"
2015,9,18,26,נקבה,ברזיל,דרום אמריקה,מרחביה קבוץ,מחוז הצפון,לא צויין
2015,11,85,93,נקבה,רוסיה,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,"מורה בבי""ס יסודי"
2015,12,25,32,זכר,רוסיה,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,עצמאי
2015,2,19,28,נקבה,ברזיל,דרום אמריקה,ניר עוז,מחוז הדרום וירושלים,סטודנט
2015,7,18,26,נקבה,קולומביה,דרום אמריקה,ניר עוז,מחוז הדרום וירושלים,סטודנט
2015,8,8,16,נקבה,"ארה""ב",צפון אמריקה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2015,7,18,26,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2015,7,13,21,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2015,6,8,16,נקבה,גאורגיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2015,11,33,41,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מינהל עסקים
2015,11,6,14,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2015,11,4,12,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2015,11,1,9,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2015,7,4,12,נקבה,בלארוס,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,
2015,9,4,12,נקבה,קזחסטאן,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,
2015,2,9,17,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2015,2,1,9,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2015,11,30,38,זכר,ברזיל,דרום אמריקה,אשדוד,מחוז הדרום וירושלים,סטודנט
2015,3,24,33,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,כלכלן
2015,8,26,34,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,יועץ השקעות
2015,7,27,35,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מזכירה רפואית
2015,7,2,10,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2015,7,6,15,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2015,3,6,14,נקבה,קזחסטאן,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2015,5,18,27,זכר,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,סטודנט
2015,10,62,70,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,עצמאי
2015,8,12,21,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2015,7,13,21,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2015,1,22,31,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,תלמיד ישיבה
2015,2,37,46,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,נהג במכונית מסחרית
2015,12,14,22,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2015,12,50,58,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מהנדס חשמל ואלקטרוניקה
2015,5,66,75,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2015,4,38,47,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מנהל כללי
2015,6,16,24,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2015,1,63,72,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2015,1,39,47,נקבה,אוסטריה,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מנהל פרויקטים
2015,1,19,27,נקבה,אוסטריה,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2015,1,20,28,נקבה,אוסטריה,מערב אירופה,אשדוד,מחוז הדרום וירושלים,קוסמטיקאית
2015,1,52,60,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"תופר, חייט"
2015,1,49,58,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,ספורט
2015,1,41,49,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,רואה חשבון
2015,1,6,15,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2015,1,29,38,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,ספר
2015,1,24,32,זכר,לטביה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"רתך, עובד בלהבת חתוך"
2015,1,40,49,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,זגג
2015,1,38,47,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"זבן, מוכר"
2015,1,28,37,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,עצמאי
2015,1,23,31,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2015,1,27,35,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,עצמאי
2015,1,26,35,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,רואה חשבון
2015,1,2,11,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2015,1,0,9,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2015,1,24,33,זכר,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מנהל כללי
2015,1,27,35,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,יועץ השקעות
2015,1,22,30,זכר,"ארה""ב",צפון אמריקה,אשדוד,מחוז הדרום וירושלים,סטודנט
2015,1,77,86,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2015,2,35,43,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2015,2,59,67,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,ספר
2015,2,25,33,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מנהל כללי
2015,2,24,33,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מנהל כללי
2015,2,1,9,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2015,2,63,72,זכר,איטליה,מערב אירופה,אשדוד,מחוז הדרום וירושלים,עצמאי
2015,2,86,95,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2015,2,24,32,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מנהל כללי
2015,2,23,32,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,עצמאי
2015,2,27,35,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,שרברב
2015,2,28,36,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"מורה בבי""ס יסודי"
2015,2,27,36,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מכונאי ב.צ.נ.
2015,2,84,93,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2015,2,82,90,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2015,2,71,80,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2015,2,73,82,זכר,בריטניה,מערב אירופה,אשדוד,מחוז הדרום וירושלים,עצמאי
2015,2,26,35,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,סוכן ביטוח
2015,2,27,35,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,עצמאי
2015,1,52,61,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,עצמאי
2015,1,26,35,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,פסיכולוג
2015,2,49,57,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מהנדס אזרחי
2015,2,49,57,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מהנדס אזרחי
2015,2,14,23,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2015,2,4,13,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2015,2,45,53,נקבה,מרוקו,ארצות ערב אפריקה,אשדוד,מחוז הדרום וירושלים,עקרת בית
2015,2,14,22,נקבה,מרוקו,ארצות ערב אפריקה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2015,2,14,22,נקבה,מרוקו,ארצות ערב אפריקה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2015,2,17,25,זכר,מרוקו,ארצות ערב אפריקה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2015,2,25,34,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,כלכלן
2015,3,23,32,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,אדריכל ומתכנן ערים
2015,7,23,31,זכר,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,ספורט
2015,3,30,39,זכר,בלגיה,מערב אירופה,אשדוד,מחוז הדרום וירושלים,עצמאי
2015,3,3,11,זכר,בלגיה,מערב אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2015,3,4,12,זכר,בלגיה,מערב אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2015,3,37,45,זכר,גאורגיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,עצמאי
2015,3,66,75,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2015,3,61,70,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2015,3,56,65,זכר,בלארוס,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מהנדס אזרחי
2015,3,20,29,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2015,3,63,72,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2015,3,74,82,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2015,3,70,79,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2015,3,52,60,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מהנדס טכנולוגיה אחר
2015,3,70,78,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2015,3,52,60,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מהנדס אזרחי
2015,3,41,49,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,עצמאי
2015,3,62,71,זכר,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מהנדס אזרחי
2015,3,70,79,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2015,3,75,84,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2015,3,51,59,זכר,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,עצמאי
2015,3,42,51,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,עצמאי
2015,3,7,15,זכר,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2015,3,26,34,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מנהל כללי
2015,3,30,39,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,אקדמאי במדעים מדוייקים
2015,3,25,33,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,עובד במקצועות חופשיים
2015,2,56,64,נקבה,מרוקו,ארצות ערב אפריקה,אשדוד,מחוז הדרום וירושלים,מחפש עבודה
2015,3,24,33,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,משפטים
2015,3,76,84,זכר,מרוקו,ארצות ערב אפריקה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2015,3,69,77,נקבה,מרוקו,ארצות ערב אפריקה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2015,3,37,45,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מהנדס חשמל ואלקטרוניקה
2015,3,40,48,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מדריך מקצועי
2015,3,3,11,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2015,4,85,94,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2015,1,63,71,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2015,4,83,92,זכר,מרוקו,ארצות ערב אפריקה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2015,4,28,36,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,חשמלאי
2015,4,23,32,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,קוסמטיקאית
2015,4,3,12,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2015,4,1,10,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2015,4,40,48,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מתכנת
2015,4,27,35,זכר,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,עובד במקצועות חופשיים
2015,4,44,53,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,סוכן ביטוח
2015,4,19,28,נקבה,גרמניה,מערב אירופה,אשדוד,מחוז הדרום וירושלים,סטודנט
2015,4,49,57,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,עצמאי
2015,4,26,35,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,עצמאי
2015,4,64,72,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2015,5,40,49,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"צבע, סייד"
2015,5,25,33,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,רופא
2015,5,78,86,נקבה,בלארוס,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2015,5,61,69,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,עצמאי
2015,4,17,25,זכר,אזרביג'אן,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2015,4,18,26,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2015,4,17,26,זכר,בלארוס,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2015,5,66,75,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2015,5,25,34,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2015,5,23,32,נקבה,גאורגיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2015,5,3,11,נקבה,גאורגיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
