year_aliya,month_aliya,age,age_tday,gender,erez_moza,subcont,yeshuv_klita,machoz,mikzoa
2017,9,14,20,זכר,בלארוס,מזרח אירופה,אופקים,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2017,9,26,32,נקבה,רוסיה,מזרח אירופה,אופקים,מחוז הדרום וירושלים,עורך דין
2017,9,4,10,זכר,רוסיה,מזרח אירופה,אופקים,מחוז הדרום וירושלים,
2017,10,19,25,נקבה,בלגיה,מערב אירופה,אופקים,מחוז הדרום וירושלים,סטודנט
2017,11,18,24,נקבה,צרפת,מערב אירופה,אופקים,מחוז הדרום וירושלים,סטודנט
2017,12,18,24,נקבה,סט וינסנט,אחרות,אופקים,מחוז הדרום וירושלים,סטודנט
2017,12,54,60,זכר,אוקראינה,מזרח אירופה,אופקים,מחוז הדרום וירושלים,פועל רכבת
2017,12,55,61,נקבה,אוקראינה,מזרח אירופה,אופקים,מחוז הדרום וירושלים,"קופאי, עובד חשבונות"
2017,1,47,54,נקבה,אוקראינה,מזרח אירופה,אופקים,מחוז הדרום וירושלים,מכונאי ב.צ.נ.
2017,1,50,57,זכר,אוקראינה,מזרח אירופה,אופקים,מחוז הדרום וירושלים,מהנדס מכונות
2017,3,24,31,זכר,רוסיה,מזרח אירופה,אופקים,מחוז הדרום וירושלים,כלכלן
2017,12,28,34,נקבה,אוקראינה,מזרח אירופה,אופקים,מחוז הדרום וירושלים,"צבע, סייד"
2017,12,8,14,זכר,אוקראינה,מזרח אירופה,אופקים,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2017,12,5,11,נקבה,אוקראינה,מזרח אירופה,אופקים,מחוז הדרום וירושלים,לא צויין
2017,5,32,38,זכר,אוקראינה,מזרח אירופה,אופקים,מחוז הדרום וירושלים,חשמלאי
2017,5,61,67,זכר,רוסיה,מזרח אירופה,אופקים,מחוז הדרום וירושלים,מהנדס אזרחי
2017,5,63,69,זכר,אוקראינה,מזרח אירופה,אופקים,מחוז הדרום וירושלים,כלכלן
2017,5,61,67,נקבה,אוקראינה,מזרח אירופה,אופקים,מחוז הדרום וירושלים,אחות מוסמכת
2017,6,62,69,זכר,רוסיה,מזרח אירופה,אופקים,מחוז הדרום וירושלים,עובד במקצועות חופשיים
2017,7,26,33,זכר,אוקראינה,מזרח אירופה,אופקים,מחוז הדרום וירושלים,מכונאי רכב
2017,7,21,27,נקבה,אוקראינה,מזרח אירופה,אופקים,מחוז הדרום וירושלים,"טבח ראשי, טבח"
2017,7,1,7,נקבה,אוקראינה,מזרח אירופה,אופקים,מחוז הדרום וירושלים,לא צויין
2017,10,19,25,נקבה,צרפת,מערב אירופה,אופקים,מחוז הדרום וירושלים,סטודנט
2017,10,19,25,נקבה,צרפת,מערב אירופה,אופקים,מחוז הדרום וירושלים,סטודנט
2017,10,18,24,נקבה,ברזיל,דרום אמריקה,אופקים,מחוז הדרום וירושלים,סטודנט
2017,10,67,73,זכר,רוסיה,מזרח אירופה,אופקים,מחוז הדרום וירושלים,מהנדס אזרחי
2017,10,67,73,נקבה,רוסיה,מזרח אירופה,אופקים,מחוז הדרום וירושלים,מהנדס אזרחי
2017,10,36,42,זכר,אוקראינה,מזרח אירופה,אופקים,מחוז הדרום וירושלים,הרכבת והחזקת מכונות
2017,10,38,44,נקבה,אוקראינה,מזרח אירופה,אופקים,מחוז הדרום וירושלים,"טבח ראשי, טבח"
2017,10,10,16,זכר,אוקראינה,מזרח אירופה,אופקים,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2017,10,63,69,זכר,הודו,שאר אסיה,אופקים,מחוז הדרום וירושלים,מקצוע לא מוגדר
2017,11,22,28,זכר,רוסיה,מזרח אירופה,אופקים,מחוז הדרום וירושלים,רתך
2017,11,20,26,נקבה,רוסיה,מזרח אירופה,אופקים,מחוז הדרום וירושלים,עובד במקצועות חופשיים
2017,11,0,6,נקבה,רוסיה,מזרח אירופה,אופקים,מחוז הדרום וירושלים,לא צויין
2017,11,45,51,זכר,הולנד,מערב אירופה,אופקים,מחוז הדרום וירושלים,יועץ השקעות
2017,11,43,49,נקבה,הולנד,מערב אירופה,אופקים,מחוז הדרום וירושלים,ראש ישיבה ומורה בישיבה
2017,12,33,39,זכר,רוסיה,מזרח אירופה,אופקים,מחוז הדרום וירושלים,רואה חשבון
2017,12,31,37,נקבה,רוסיה,מזרח אירופה,אופקים,מחוז הדרום וירושלים,מוסיקאי
2017,12,65,70,זכר,אוקראינה,מזרח אירופה,אופקים,מחוז הדרום וירושלים,פנסיונר / רנטייר
2017,12,65,71,נקבה,אוקראינה,מזרח אירופה,אופקים,מחוז הדרום וירושלים,פנסיונר / רנטייר
2017,12,19,25,נקבה,"ארה""ב",צפון אמריקה,אופקים,מחוז הדרום וירושלים,סטודנט
2017,4,36,42,נקבה,צרפת,מערב אירופה,איתן,מחוז הדרום וירושלים,מנהל חשבונות
2017,5,19,26,נקבה,ברזיל,דרום אמריקה,מטולה,מחוז הצפון,צלם
2017,8,18,24,נקבה,"ארה""ב",צפון אמריקה,מטולה,מחוז הצפון,תלמיד ישיבה
2017,7,25,31,נקבה,"ארה""ב",צפון אמריקה,יבנאל,מחוז הצפון,ארכיולוג
2017,10,18,24,זכר,אוקראינה,מזרח אירופה,כפר תבור,מחוז הצפון,"תלמיד בי""ס יסודי ותכון"
2017,1,70,77,זכר,רוסיה,מזרח אירופה,כפר תבור,מחוז הצפון,כלכלן
2017,1,70,77,נקבה,רוסיה,מזרח אירופה,כפר תבור,מחוז הצפון,רופא פנימי
2017,10,79,85,זכר,תורכיה,אחרות,כפר תבור,מחוז הצפון,כלכלן
2017,10,73,79,נקבה,תורכיה,אחרות,כפר תבור,מחוז הצפון,פקיד
2017,2,32,39,זכר,אוקראינה,מזרח אירופה,לוזית,מחוז הדרום וירושלים,מתכנת
2017,4,41,47,זכר,אוקראינה,מזרח אירופה,עתלית,מחוז הצפון,מהנדס מכונות
2017,4,15,22,זכר,אוקראינה,מזרח אירופה,עתלית,מחוז הצפון,"תלמיד בי""ס יסודי ותכון"
2017,5,18,24,זכר,רוסיה,מזרח אירופה,עתלית,מחוז הצפון,סטודנט
2017,8,20,26,נקבה,רוסיה,מזרח אירופה,עתלית,מחוז הצפון,מקצוע לא מוגדר
2017,2,25,32,זכר,קנדה,צפון אמריקה,עתלית,מחוז הצפון,סטודנט
2017,7,68,74,נקבה,דנמרק,מערב אירופה,עתלית,מחוז הצפון,מנהל סניף בנק
2017,9,46,52,נקבה,רוסיה,מזרח אירופה,עתלית,מחוז הצפון,מהנדס אוירונאטיקה וחלל
2017,7,19,26,זכר,"ארה""ב",צפון אמריקה,כנרת קבוצה,מחוז הצפון,איש צבא סדיר
2017,7,18,25,נקבה,"ארה""ב",צפון אמריקה,כנרת קבוצה,מחוז הצפון,איש צבא סדיר
2017,7,18,24,נקבה,"ארה""ב",צפון אמריקה,כנרת קבוצה,מחוז הצפון,"תלמיד בי""ס יסודי ותכון"
2017,8,18,24,נקבה,"ארה""ב",צפון אמריקה,כנרת קבוצה,מחוז הצפון,מקצוע לא מוגדר
2017,8,18,24,נקבה,"ארה""ב",צפון אמריקה,כנרת קבוצה,מחוז הצפון,סטודנט
2017,6,18,24,נקבה,"ארה""ב",צפון אמריקה,כנרת קבוצה,מחוז הצפון,סטודנט
2017,6,22,28,זכר,"ארה""ב",צפון אמריקה,כנרת קבוצה,מחוז הצפון,סטודנט
2017,6,22,28,זכר,"ארה""ב",צפון אמריקה,כנרת קבוצה,מחוז הצפון,סטודנט
2017,8,23,29,זכר,"ארה""ב",צפון אמריקה,כנרת קבוצה,מחוז הצפון,עיתונאי
2017,8,18,24,נקבה,"ארה""ב",צפון אמריקה,כנרת קבוצה,מחוז הצפון,סטודנט
2017,7,12,18,נקבה,קנדה,צפון אמריקה,נחושה,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2017,3,87,93,זכר,"ארה""ב",צפון אמריקה,נחושה,מחוז הדרום וירושלים,פנסיונר / רנטייר
2017,9,71,77,נקבה,"ארה""ב",צפון אמריקה,נחושה,מחוז הדרום וירושלים,כירופרקטיקה
2017,12,22,28,זכר,"ארה""ב",צפון אמריקה,כנרת מושבה,מחוז הצפון,סטודנט
2017,11,82,88,נקבה,צרפת,מערב אירופה,יד רמבם,מחוז תל אביב והמרכז,פנסיונר / רנטייר
2017,5,64,71,נקבה,"ארה""ב",צפון אמריקה,מרחביה קבוץ,מחוז הצפון,פנסיונר / רנטייר
2017,2,54,61,נקבה,רוסיה,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,מהנדס אזרחי
2017,8,46,52,זכר,רוסיה,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,רופא
2017,8,40,46,נקבה,רוסיה,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,מוסיקאי
2017,8,7,13,זכר,רוסיה,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,"תלמיד בי""ס יסודי ותכון"
2017,8,4,11,נקבה,רוסיה,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,לא צויין
2017,8,46,52,זכר,רוסיה,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,מהנדס אזרחי
2017,2,20,26,נקבה,בלארוס,מזרח אירופה,אור הנר,מחוז הדרום וירושלים,סטודנט
2017,8,15,21,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2017,3,13,19,נקבה,בלארוס,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2017,4,45,52,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,עצמאי
2017,8,10,16,זכר,ליטא,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2017,9,13,19,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2017,11,4,10,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,
2017,11,1,7,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,
2017,9,24,30,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,עובד במקצועות חופשיים
2017,3,0,7,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,
2017,2,0,7,זכר,אוזבקיסטאן,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,
2017,11,80,86,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2017,9,31,37,נקבה,בלארוס,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מורה למדעי החברה והרוח
2017,9,5,11,זכר,בלארוס,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2017,7,33,39,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מינהל עסקים
2017,7,7,13,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2017,7,5,12,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2017,7,3,10,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2017,10,52,58,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מהנדס אזרחי
2017,6,20,26,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מעצב אופנה
2017,7,20,26,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2017,1,11,18,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2017,1,11,18,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2017,1,38,44,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2017,8,33,40,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2017,9,12,18,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2017,1,22,29,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2017,1,31,38,זכר,תורכיה,אחרות,אשדוד,מחוז הדרום וירושלים,רב
2017,1,33,40,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מנהל אדמיניסטרטיבי
2017,1,23,30,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מחפש עבודה
2017,1,7,14,נקבה,"ארה""ב",צפון אמריקה,אשדוד,מחוז הדרום וירושלים,לא צויין
2017,1,33,39,נקבה,"ארה""ב",צפון אמריקה,אשדוד,מחוז הדרום וירושלים,"שחקן, רקדן"
2017,1,1,8,זכר,"ארה""ב",צפון אמריקה,אשדוד,מחוז הדרום וירושלים,לא צויין
2017,1,29,36,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,כלכלן
2017,1,1,8,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,
2017,1,74,81,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2017,6,66,72,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2017,1,23,30,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2017,1,70,77,זכר,בלארוס,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"כוראוגרף, במאי, מנהל במה"
2017,1,66,73,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2017,1,59,65,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מהנדס טכנולוגיה אחר
2017,1,58,64,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,כלכלן
2017,1,20,26,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2017,1,19,26,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2017,1,27,33,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מינהל עסקים
2017,1,41,48,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,עצמאי
2017,1,30,37,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2017,1,18,24,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,בלתי מקצועי
2017,2,57,64,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"כוראוגרף, במאי, מנהל במה"
2017,2,21,28,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2017,2,42,49,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מנהל חשבונות
2017,2,31,38,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,כלכלן
2017,2,5,12,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2017,2,0,7,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2017,2,31,38,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,ספר
2017,2,65,72,זכר,"ארה""ב",צפון אמריקה,אשדוד,מחוז הדרום וירושלים,נהג במכונית מסחרית
2017,2,26,33,זכר,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2017,2,17,24,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2017,3,56,63,נקבה,בלארוס,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,הנדסאי תעשיה וניהול
2017,3,48,54,זכר,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,עורך דין
2017,2,27,34,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,עצמאי
2017,2,1,8,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,
2017,3,35,42,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,רופא
2017,8,13,19,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2017,8,9,16,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2017,12,80,86,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2017,3,81,87,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2017,3,67,74,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,עובד במקצועות חופשיים
2017,3,54,61,זכר,בלארוס,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,עצמאי
2017,3,48,54,נקבה,בלארוס,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"מורה בבי""ס יסודי"
2017,2,25,32,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,רופא
2017,2,23,30,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,רופא
2017,3,26,33,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,כלכלן
2017,3,75,82,זכר,מרוקו,ארצות ערב אפריקה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2017,3,59,66,נקבה,מרוקו,ארצות ערב אפריקה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2017,2,26,33,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,גנטיקה מולקולרית
2017,3,17,23,זכר,אוסטריה,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2017,4,89,95,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2017,4,27,34,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,כלכלן
2017,4,30,36,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מהנדס חשמל ואלקטרוניקה
2017,4,28,34,זכר,בלארוס,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,רופא
2017,4,30,36,נקבה,בלארוס,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,רופא
2017,4,4,11,נקבה,בלארוס,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2017,3,27,33,זכר,"ארה""ב",צפון אמריקה,אשדוד,מחוז הדרום וירושלים,תלמיד ישיבה
2017,4,47,54,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,יזם
2017,5,75,82,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2017,5,31,38,נקבה,קולומביה,דרום אמריקה,אשדוד,מחוז הדרום וירושלים,ביולוג
2017,5,18,24,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2017,5,68,75,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2017,5,20,27,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,איש צבא סדיר
2017,3,18,24,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,סטודנט
2017,6,5,11,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,
2017,6,2,8,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,
2017,6,28,35,זכר,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2017,5,19,25,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,סטודנט
2017,6,67,73,נקבה,בלארוס,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2017,5,20,26,נקבה,בלארוס,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2017,5,21,27,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2017,6,25,32,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2017,5,28,34,נקבה,"ארה""ב",צפון אמריקה,אשדוד,מחוז הדרום וירושלים,מנהל כללי
2017,6,53,60,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,חשמלאי
2017,6,25,32,זכר,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מנהל אדמיניסטרטיבי
2017,6,78,84,זכר,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2017,6,78,85,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2017,6,74,80,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2017,6,37,43,זכר,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,עובד יצור
2017,6,32,38,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מנהל אדמיניסטרטיבי
2017,6,23,29,זכר,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מנהל רשת מחשב
2017,6,70,76,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מהנדס מכונות
2017,6,69,76,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"מורה בבי""ס יסודי"
2017,6,28,34,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מתכנת
2017,6,21,27,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מתכנת
2017,5,22,29,זכר,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מורה לחנוך על-יסודי
2017,6,66,72,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2017,1,17,24,נקבה,איטליה,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2017,6,22,28,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,אחות מעשית
2017,5,17,23,זכר,אוסטרליה,אוקיאניה,אשדוד,מחוז הדרום וירושלים,תלמיד ישיבה
2017,7,18,25,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2017,5,69,76,זכר,"ארה""ב",צפון אמריקה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2017,6,20,27,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2017,7,17,23,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2017,7,22,29,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מנהל כללי
2017,7,57,63,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2017,7,54,60,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2017,6,20,26,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2017,5,88,95,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2017,7,32,38,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,אדריכל ומתכנן ערים
2017,7,55,61,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מנהל כללי
2017,7,20,27,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2017,7,26,32,נקבה,"ארה""ב",צפון אמריקה,אשדוד,מחוז הדרום וירושלים,מורה לחנוך על-יסודי
